(474, 843, 483.90590126418533, 826.2799268497395)
(436, 845, 445.8609836760062, 826.7911395359519)
(390, 843, 399.84007254610424, 824.5536602219729)
(350, 844, 359.785560349813, 825.0050522945135)
(319, 842, 328.8099695113286, 822.8441227251894)
(293, 840, 302.85155387401096, 820.730128697325)
(243, 839, 252.84805812607289, 819.604218599702)
(203, 839, 212.8766750059956, 819.4018435611117)
(239, 799, 248.88662092295604, 779.3610082496238)
(270, 765, 279.91946946462696, 745.335504712944)
(300, 734, 309.9582356657519, 714.3276206999592)
(333, 705, 342.9503508413286, 685.317085041519)
(362, 679, 371.9390822626316, 659.3287683253333)
(394, 710, 403.9207721047947, 690.3347490752082)
(419, 735, 428.95943813309657, 715.2860780948567)
(451, 766, 460.91887433638306, 746.2722874514827)
(470, 786, 479.9500363628218, 766.2573371655973)
(494, 815, 503.44856634365533, 795.3363739883156)
