(85, 659, 94.90878270456724, 651.4374267119679)
(120, 659, 129.91108468115175, 652.0013259549755)
(153, 660, 162.99543894866704, 653.4289231163931)
(186, 660, 196.04138101920898, 653.8461424505603)
(223, 660, 233.19683275845063, 654.1954312793687)
(266, 659, 276.35305131887736, 653.352589367253)
(299, 657, 309.3618895106485, 651.3605961475266)
(340, 660, 350.372669007129, 654.3147489380568)
(364, 660, 374.4287208215253, 654.3069231085341)
(395, 660, 405.44281184218704, 654.304727247747)
(436, 660, 446.3233576690592, 654.2992880712601)
(484, 659, 490.7759116660065, 653.205102247227)
(520, 660, 514.6171236955098, 654.2633546367858)
(521, 626, 514.482464114232, 620.2260287986104)
(523, 582, 514.9732843400748, 576.3431013385666)
(523, 545, 514.1550964512476, 539.275255351412)
(525, 502, 515.0310885929664, 496.1892608401021)
(525, 479, 514.2789792726983, 473.2084770138874)
(522, 432, 511.0248458056928, 426.22253505362943)
(522, 386, 510.61085258264706, 380.2491832372528)
(520, 343, 508.43190784256734, 337.22554968646693)
(475, 345, 463.42868383805853, 339.2222054201169)
(433, 347, 421.4392409758286, 341.2955722242406)
(395, 347, 383.44832549279334, 341.33382363877274)
(365, 348, 353.50661093636955, 342.34397501255074)
(328, 350, 316.670789542097, 344.2992768867704)
(293, 348, 283.44848545886725, 342.24303156678957)
(297, 381, 287.4724792293583, 375.213410002518)
(299, 415, 289.5609025205893, 409.1160140017538)
(297, 454, 287.7624905782256, 448.04925005534994)
(298, 493, 288.77059721888577, 487.06664796127296)
(299, 534, 289.8411785931382, 528.0695032142138)
(299, 569, 289.98032676528317, 563.1195736806689)
(300, 613, 291.03169324465944, 607.0758771339267)
(303, 659, 293.96245543110416, 653.0313771422162)
(349, 655, 339.96646432167694, 649.0368211352583)
(392, 659, 382.99429510483805, 653.0006344368943)
(429, 660, 420.0182766203243, 654.0210693167145)
(470, 660, 460.97059532184954, 654.0718455082031)
(504, 662, 493.9264065224441, 656.1296240337026)
