(61, 655, 68.59464942371777, 653.1780694551214)
(100, 655, 107.62989579741198, 653.8393875169205)
(139, 655, 146.63530787165465, 654.425815955611)
(178, 655, 185.56787773881177, 654.89665613)
(217, 655, 224.59840253925765, 655.2936478538702)
(256, 655, 263.7144482450438, 655.4059582261705)
(295, 655, 302.76555608170776, 655.53374208086)
(334, 655, 341.7006782523818, 655.4593415716508)
(373, 655, 380.6929286895839, 655.4368192195382)
(412, 655, 419.7257337995752, 655.4855179090958)
(451, 655, 458.728851792771, 655.5336053283435)
(490, 655, 497.1696886980205, 655.4829180065401)
(490, 616, 497.00685599615923, 616.4844867061181)
(490, 577, 496.88782885652313, 577.5319552181813)
(490, 538, 496.7109166981021, 538.5666510626335)
(490, 499, 496.594691350758, 499.57572912233184)
(490, 460, 496.4497763018833, 460.52765981120484)
(490, 421, 496.3156407457798, 421.51654416970115)
(490, 382, 496.2340894957438, 382.5009019198508)
(490, 343, 496.15239870839036, 343.5430687813068)
(451, 343, 457.1452033903562, 343.5594511859916)
(412, 343, 418.0935836435077, 343.5820136605668)
(373, 343, 379.1105341253379, 343.53944710080395)
(334, 343, 340.1059879158353, 343.5046582416372)
(295, 343, 301.2037248445833, 343.4784307953421)
(295, 382, 301.1859023148703, 382.5195390260599)
(295, 421, 301.1835465647485, 421.5510042016351)
(295, 460, 301.2516225848135, 460.50752337935984)
(295, 499, 301.29855560557445, 499.4969787965055)
(295, 538, 301.39912579185756, 538.5154085659561)
(295, 577, 301.4556159171128, 577.5007602046612)
(295, 616, 301.44243171752987, 616.5417352194473)
(295, 655, 301.41948950864065, 655.5386129260622)
(334, 655, 340.4503824412472, 655.614839187744)
(373, 655, 379.45043287563584, 655.6483091680469)
(412, 655, 418.4760931760619, 655.6145127064947)
(451, 655, 457.48618050345715, 655.5714503925735)
(490, 655, 494.70177081130123, 655.6288216717385)
