(61, 655, 69.29078655091256, 653.7015912172421)
(100, 655, 108.2548896832934, 654.327251203952)
(139, 655, 147.09831772790545, 654.820424810768)
(178, 655, 186.03826493360953, 655.4111359583884)
(217, 655, 225.0777789019345, 655.8515749671453)
(256, 655, 264.0486139019277, 655.9839533869024)
(295, 655, 303.09136256030007, 655.9729954562673)
(334, 655, 342.14315834235987, 655.9876175088278)
(373, 655, 381.0935255110467, 655.943203458097)
(412, 655, 420.1149800608945, 655.9808466883622)
(451, 655, 459.0172618463298, 655.9745600605235)
(490, 655, 497.50479044641975, 656.0123217951809)
(490, 616, 497.37141395604993, 616.9613715607953)
(490, 577, 497.28940045823566, 578.0172198606497)
(490, 538, 497.1742856923579, 538.985668899941)
(490, 499, 497.05293221032605, 499.9444584574275)
(490, 460, 497.00969536927886, 460.980455041082)
(490, 421, 496.8657037197635, 421.9345301379835)
(490, 382, 496.7263139577063, 382.96955518471117)
(490, 343, 496.64864909081, 343.97021171572834)
(451, 343, 457.6650008599125, 343.9714373667925)
(412, 343, 418.6691438733736, 343.9666746560161)
(373, 343, 379.6903859169319, 344.0380520384988)
(334, 343, 340.69344920745965, 344.07053397748365)
(295, 343, 301.76345670597107, 344.0379933905806)
(295, 382, 301.7946304718736, 383.010146770456)
(295, 421, 301.8084330473721, 421.9735618561005)
(295, 460, 301.7919578077075, 460.9840588240677)
(295, 499, 301.7644355058352, 500.0191751116046)
(295, 538, 301.8089674767627, 539.0126946798996)
(295, 577, 301.8400755799313, 578.0481511466694)
(295, 616, 301.8814445307704, 617.0186159671262)
(295, 655, 301.8765348278115, 656.025953942506)
(334, 655, 340.8445498540192, 655.9622671421336)
(373, 655, 379.83097715479835, 655.9663027466864)
(412, 655, 418.7394616215953, 655.9138014815759)
(451, 655, 457.676690847168, 655.9199702842684)
(490, 655, 494.8883559327057, 655.7885513154366)
