(490, 810, 478.8083072720275, 805.9470340479824)
(451, 810, 439.83071009276546, 805.4195244628179)
(412, 810, 400.8228675622702, 804.8408056241794)
(373, 810, 361.84224117965556, 804.3703929451993)
(334, 810, 322.8908622709391, 803.9788087428934)
(295, 810, 283.8108160649006, 803.4333815538902)
(256, 810, 244.82958887959228, 802.9909285150654)
(217, 810, 205.8385910406799, 802.5770189799705)
(178, 810, 166.75437064206855, 802.156118575018)
(206, 782, 194.79994780724687, 774.1216158512028)
(234, 754, 222.83790145192262, 746.126164073918)
(262, 726, 250.8087401571441, 718.1178547117679)
(290, 698, 278.759370923075, 690.1706360878533)
(318, 670, 306.6965088365229, 662.2031020583274)
(346, 698, 334.6497235588981, 690.1815742604217)
(374, 726, 362.64119796577535, 718.2244091194846)
(402, 754, 390.65818431092225, 746.1247424098403)
(430, 782, 418.61409070417375, 774.0930106281527)
(458, 810, 446.68966239976396, 799.7055944878382)
